"","nobstrees","npredtrees","ext.rt","tp","match.rt","fn","fp","ft","accuracy","omission","commission","xy.rmse","z.rmse","xyz.rmse","precision","recall","f","loss","paramset","quad"
"CC-UC2_p19",302,512,1.6953642384106,147,0.486754966887417,155,365,520,0.486754966887417,0.513245033112583,0.712890625,2.03792692036053,1.3544111128402,2.44695230752771,0.287109375,0.486754966887417,0.361179361179361,6.77489516437945,"p19","CC-UC2"
"CC-UC2_p20",302,749,2.48013245033113,217,0.718543046357616,85,532,617,0.718543046357616,0.281456953642384,0.710280373831776,1.97730909221166,1.35419003628659,2.39657712175527,0.289719626168224,0.718543046357616,0.412940057088487,5.80369252296035,"p20","CC-UC2"
"CC-UC2_p21",302,159,0.526490066225166,80,0.264900662251656,222,79,301,0.264900662251656,0.735099337748344,0.49685534591195,2.41881702732853,1.55012295480068,2.8729004484483,0.50314465408805,0.264900662251656,0.3470715835141,8.27754441709166,"p21","CC-UC2"
"CC-UC2_p22",302,754,2.49668874172185,216,0.71523178807947,86,538,624,0.71523178807947,0.28476821192053,0.713527851458886,1.96808253237588,1.35571513860288,2.38983522262103,0.286472148541114,0.71523178807947,0.409090909090909,5.84181943307363,"p22","CC-UC2"
"CC-UC2_p23",302,134,0.443708609271523,67,0.221854304635762,235,67,302,0.221854304635762,0.778145695364238,0.5,2.5767851805335,1.55797483358671,3.01116380303473,0.5,0.221854304635762,0.307339449541284,9.79751804569511,"p23","CC-UC2"
"CC-UC2_p24",302,754,2.49668874172185,216,0.71523178807947,86,538,624,0.71523178807947,0.28476821192053,0.713527851458886,1.96808253237588,1.35571513860288,2.38983522262103,0.286472148541114,0.71523178807947,0.409090909090909,5.84181943307363,"p24","CC-UC2"
"CC-UC2_p25",302,133,0.440397350993377,94,0.311258278145695,208,39,247,0.311258278145695,0.688741721854305,0.293233082706767,2.45270289692608,1.40181754738989,2.82503874960323,0.706766917293233,0.311258278145695,0.432183908045977,6.53665880892236,"p25","CC-UC2"
"CC-UC2_p26",302,255,0.844370860927152,154,0.509933774834437,148,101,249,0.509933774834437,0.490066225165563,0.396078431372549,2.39682302360768,1.53843406638808,2.84807654095167,0.603921568627451,0.509933774834437,0.552962298025135,5.15057997827948,"p26","CC-UC2"
"CC-UC2_p27",302,54,0.178807947019868,41,0.135761589403974,261,13,274,0.135761589403974,0.864238410596026,0.240740740740741,2.65340431409065,1.63325677935745,3.11577954312431,0.759259259259259,0.135761589403974,0.230337078651685,13.5270428945397,"p27","CC-UC2"
"CC-UC2_p28",302,256,0.847682119205298,159,0.526490066225166,143,97,240,0.526490066225166,0.473509933774834,0.37890625,2.34245885129486,1.53738013082863,2.8019013431376,0.62109375,0.526490066225166,0.56989247311828,4.91654386626032,"p28","CC-UC2"
"CC-UC2_p29",302,44,0.145695364238411,35,0.115894039735099,267,9,276,0.115894039735099,0.884105960264901,0.204545454545455,2.66785301752077,1.685364657447,3.15561305480664,0.795454545454545,0.115894039735099,0.202312138728324,15.5977445280443,"p29","CC-UC2"
"CC-UC2_p30",302,252,0.834437086092715,159,0.526490066225166,143,93,236,0.526490066225166,0.473509933774834,0.369047619047619,2.36832720762419,1.60195705585544,2.85923769057034,0.630952380952381,0.526490066225166,0.574007220216606,4.9811876747672,"p30","CC-UC2"
"CC-UC2_p31",302,51,0.16887417218543,45,0.149006622516556,257,6,263,0.149006622516556,0.850993377483444,0.117647058823529,2.74000456899263,1.56848810430087,3.15717911614685,0.882352941176471,0.149006622516556,0.254957507082153,12.3831580888871,"p31","CC-UC2"
"CC-UC2_p32",302,105,0.347682119205298,82,0.271523178807947,220,23,243,0.271523178807947,0.728476821192053,0.219047619047619,2.64239327035993,1.86980732018948,3.23703901889946,0.780952380952381,0.271523178807947,0.402948402948403,8.03338341885415,"p32","CC-UC2"
"CC-UC2_p33",302,30,0.0993377483443709,26,0.0860927152317881,276,4,280,0.0860927152317881,0.913907284768212,0.133333333333333,2.56400772585649,1.85364640641089,3.16388062642252,0.866666666666667,0.0860927152317881,0.156626506024096,20.2001609225438,"p33","CC-UC2"
"CC-UC2_p34",302,113,0.374172185430464,92,0.304635761589404,210,21,231,0.304635761589404,0.695364238410596,0.185840707964602,2.65440883236697,1.69616714337381,3.15005860701173,0.814159292035398,0.304635761589404,0.443373493975904,7.10475174951014,"p34","CC-UC2"
"CC-UC2_p35",302,28,0.0927152317880795,22,0.0728476821192053,280,6,286,0.0728476821192053,0.927152317880795,0.214285714285714,2.41152954650306,1.95471621981299,3.10425357431658,0.785714285714286,0.0728476821192053,0.133333333333333,23.2819018073744,"p35","CC-UC2"
"CC-UC2_p36",302,103,0.341059602649007,80,0.264900662251656,222,23,245,0.264900662251656,0.735099337748344,0.223300970873786,2.63087882339474,1.5462357153746,3.05161732051824,0.776699029126214,0.264900662251656,0.395061728395062,7.72440634256178,"p36","CC-UC2"
"CC-UC2_p37",302,479,1.58609271523179,131,0.433774834437086,171,348,519,0.433774834437086,0.566225165562914,0.726513569937369,2.04096960121528,1.34212609048036,2.44271556998209,0.27348643006263,0.433774834437086,0.335467349551857,7.28153000059547,"p37","CC-UC2"
"CC-UC2_p38",302,344,1.13907284768212,145,0.480132450331126,157,199,356,0.480132450331126,0.519867549668874,0.578488372093023,2.32808228957448,1.61674430622908,2.8344010476209,0.421511627906977,0.480132450331126,0.448916408668731,6.31387267849346,"p38","CC-UC2"
"CC-UC2_p39",302,132,0.437086092715232,64,0.211920529801325,238,68,306,0.211920529801325,0.788079470198676,0.515151515151515,2.51294440386672,1.49164517500812,2.92230985780941,0.484848484848485,0.211920529801325,0.294930875576037,9.90845686163503,"p39","CC-UC2"
"CC-UC2_p40",302,451,1.49337748344371,171,0.566225165562914,131,280,411,0.566225165562914,0.433774834437086,0.620842572062084,2.27456948574588,1.46694670173493,2.70658437356335,0.379157427937916,0.566225165562914,0.454183266932271,5.95923401547719,"p40","CC-UC2"
"CC-UC2_p41",302,108,0.357615894039735,65,0.21523178807947,237,43,280,0.21523178807947,0.78476821192053,0.398148148148148,2.71453859866033,1.45465642784711,3.07973134001875,0.601851851851852,0.21523178807947,0.317073170731707,9.71299884159761,"p41","CC-UC2"
"CC-UC2_p42",302,395,1.30794701986755,156,0.516556291390728,146,239,385,0.516556291390728,0.483443708609272,0.605063291139241,2.20430667430729,1.38985825001264,2.60589214464526,0.394936708860759,0.516556291390728,0.447632711621234,5.82149623339021,"p42","CC-UC2"
"CC-UC2_p43",302,128,0.423841059602649,91,0.301324503311258,211,37,248,0.301324503311258,0.698675496688742,0.2890625,2.44260343320642,1.46148738025252,2.84644636249291,0.7109375,0.301324503311258,0.423255813953488,6.72512052676897,"p43","CC-UC2"
"CC-UC2_p44",302,118,0.390728476821192,94,0.311258278145695,208,24,232,0.311258278145695,0.688741721854305,0.203389830508475,2.49732141863853,1.62627380843448,2.98016455384443,0.796610169491525,0.311258278145695,0.447619047619048,6.65781442880139,"p44","CC-UC2"
"CC-UC2_p45",302,45,0.149006622516556,34,0.112582781456954,268,11,279,0.112582781456954,0.887417218543046,0.244444444444444,2.78456983710586,1.59179273702548,3.20743406718935,0.755555555555556,0.112582781456954,0.195965417867435,16.3673473722751,"p45","CC-UC2"
"CC-UC2_p46",302,156,0.516556291390728,110,0.364238410596026,192,46,238,0.364238410596026,0.635761589403974,0.294871794871795,2.52831899241844,1.45190675883944,2.91554971897024,0.705128205128205,0.364238410596026,0.480349344978166,6.06964441494713,"p46","CC-UC2"
"CC-UC2_p47",302,37,0.122516556291391,29,0.0960264900662252,273,8,281,0.0960264900662252,0.903973509933775,0.216216216216216,2.81414127332206,1.66334994348236,3.26896377170158,0.783783783783784,0.0960264900662252,0.171091445427729,19.1065296311524,"p47","CC-UC2"
"CC-UC2_p48",302,136,0.450331125827815,95,0.314569536423841,207,41,248,0.314569536423841,0.685430463576159,0.301470588235294,2.58603390831281,1.57816639773738,3.02955121328077,0.698529411764706,0.314569536423841,0.4337899543379,6.98391279693147,"p48","CC-UC2"
"CC-UC2_p49",302,47,0.155629139072848,40,0.132450331125828,262,7,269,0.132450331125828,0.867549668874172,0.148936170212766,2.59085616135153,1.5561970874539,3.02229797071917,0.851063829787234,0.132450331125828,0.229226361031519,13.1847748972624,"p49","CC-UC2"
"CC-UC2_p50",302,51,0.16887417218543,48,0.158940397350993,254,3,257,0.158940397350993,0.841059602649007,0.0588235294117647,2.69288901136236,1.36831946805805,3.02058759088076,0.941176470588235,0.158940397350993,0.271954674220963,11.1069522873011,"p50","CC-UC2"
"CC-UC2_p51",302,28,0.0927152317880795,25,0.0827814569536424,277,3,280,0.0827814569536424,0.917218543046358,0.107142857142857,2.73537760810194,1.87756974837155,3.31776412948622,0.892857142857143,0.0827814569536424,0.151515151515152,21.8972432546091,"p51","CC-UC2"
"CC-UC2_p52",302,64,0.211920529801325,51,0.16887417218543,251,13,264,0.16887417218543,0.83112582781457,0.203125,2.74066417647001,1.58533875887526,3.16615525654984,0.796875,0.16887417218543,0.278688524590164,11.3609100382082,"p52","CC-UC2"
"CC-UC2_p53",302,23,0.076158940397351,18,0.0596026490066225,284,5,289,0.0596026490066225,0.940397350993378,0.217391304347826,2.72925623506818,1.88656888733666,3.31782786824832,0.782608695652174,0.0596026490066225,0.110769230769231,29.952612699464,"p53","CC-UC2"
"CC-UC2_p54",302,61,0.201986754966887,49,0.162251655629139,253,12,265,0.162251655629139,0.837748344370861,0.19672131147541,2.81231375250188,1.74647653454442,3.31048167616519,0.80327868852459,0.162251655629139,0.269972451790634,12.262294371918,"p54","CC-UC2"
"CC-UC2_p55",302,407,1.3476821192053,132,0.437086092715232,170,275,445,0.437086092715232,0.562913907284768,0.675675675675676,2.21790947586752,1.24710170358753,2.54448130318024,0.324324324324324,0.437086092715232,0.372355430183357,6.83347440891967,"p55","CC-UC2"
"CC-UC2_p56",302,285,0.943708609271523,137,0.45364238410596,165,148,313,0.45364238410596,0.54635761589404,0.519298245614035,2.27553834601267,1.57182879446971,2.7656320296269,0.480701754385965,0.45364238410596,0.466780238500852,5.92491241383572,"p56","CC-UC2"
"CC-UC2_p57",302,99,0.327814569536424,60,0.198675496688742,242,39,281,0.198675496688742,0.801324503311258,0.393939393939394,2.66608595238883,1.48803598746805,3.05323851107722,0.606060606060606,0.198675496688742,0.299251870324189,10.2029053578497,"p57","CC-UC2"
"CC-UC2_p58",302,377,1.24834437086093,160,0.529801324503311,142,217,359,0.529801324503311,0.470198675496689,0.575596816976127,2.30205071882254,1.47703318133006,2.73515347481296,0.424403183023873,0.529801324503311,0.471281296023564,5.80365377936874,"p58","CC-UC2"
"CC-UC2_p59",302,82,0.271523178807947,47,0.155629139072848,255,35,290,0.155629139072848,0.844370860927152,0.426829268292683,2.62765410029123,1.63974296117514,3.09730900129463,0.573170731707317,0.155629139072848,0.244791666666667,12.6528367712461,"p59","CC-UC2"
"CC-UC2_p60",302,331,1.09602649006623,138,0.456953642384106,164,193,357,0.456953642384106,0.543046357615894,0.583081570996979,2.24607566927581,1.41216612316692,2.65312439805092,0.416918429003021,0.456953642384106,0.436018957345972,6.08488313031244,"p60","CC-UC2"
"CC-UC2_p61",302,102,0.337748344370861,71,0.235099337748344,231,31,262,0.235099337748344,0.764900662251656,0.303921568627451,2.63140767985032,1.30464163769861,2.9370727230343,0.696078431372549,0.235099337748344,0.351485148514852,8.35617873313984,"p61","CC-UC2"
"CC-UC2_p62",302,92,0.304635761589404,73,0.241721854304636,229,19,248,0.241721854304636,0.758278145695364,0.206521739130435,2.69499413579573,1.36707378221784,3.02190074588838,0.793478260869565,0.241721854304636,0.370558375634518,8.15499242383577,"p62","CC-UC2"
"CC-UC2_p63",302,40,0.132450331125828,32,0.105960264900662,270,8,278,0.105960264900662,0.894039735099338,0.2,2.74929911624467,1.54165157988113,3.15203667877354,0.8,0.105960264900662,0.187134502923977,16.8436960021961,"p63","CC-UC2"
"CC-UC2_p64",302,129,0.427152317880795,89,0.294701986754967,213,40,253,0.294701986754967,0.705298013245033,0.310077519379845,2.67971573524988,1.56192748252733,3.10169209987387,0.689922480620155,0.294701986754967,0.412993039443155,7.51027693845864,"p64","CC-UC2"
"CC-UC2_p65",302,36,0.119205298013245,31,0.102649006622517,271,5,276,0.102649006622517,0.897350993377483,0.138888888888889,2.93472479596327,1.83695566877164,3.46222699386882,0.861111111111111,0.102649006622517,0.183431952662722,18.874721353672,"p65","CC-UC2"
"CC-UC2_p66",302,120,0.397350993377483,89,0.294701986754967,213,31,244,0.294701986754967,0.705298013245033,0.258333333333333,2.63121071964687,1.6027118941751,3.08090169705476,0.741666666666667,0.294701986754967,0.421800947867299,7.30416020312983,"p66","CC-UC2"
"CC-UC2_p67",302,44,0.145695364238411,34,0.112582781456954,268,10,278,0.112582781456954,0.887417218543046,0.227272727272727,2.68769552041241,1.24109454775637,2.9604092431479,0.772727272727273,0.112582781456954,0.196531791907514,15.0632587960172,"p67","CC-UC2"
"CC-UC2_p68",302,40,0.132450331125828,33,0.109271523178808,269,7,276,0.109271523178808,0.890728476821192,0.175,2.83639113007553,1.34850690720807,3.14063457306944,0.825,0.109271523178808,0.192982456140351,16.274197333178,"p68","CC-UC2"
"CC-UC2_p69",302,26,0.0860927152317881,24,0.0794701986754967,278,2,280,0.0794701986754967,0.920529801324503,0.0769230769230769,2.71052532800338,1.76893834686232,3.23667891962546,0.923076923076923,0.0794701986754967,0.146341463414634,22.117305950774,"p69","CC-UC2"
"CC-UC2_p70",302,53,0.175496688741722,42,0.139072847682119,260,11,271,0.139072847682119,0.860927152317881,0.207547169811321,2.76201648898748,1.65150101278749,3.21810358451632,0.792452830188679,0.139072847682119,0.236619718309859,13.6003187202773,"p70","CC-UC2"
"CC-UC2_p71",302,24,0.0794701986754967,20,0.0662251655629139,282,4,286,0.0662251655629139,0.933774834437086,0.166666666666667,2.72281489694023,2.05002001209744,3.40826979756586,0.833333333333333,0.0662251655629139,0.122699386503067,27.7773988501618,"p71","CC-UC2"
"CC-UC2_p72",302,48,0.158940397350993,42,0.139072847682119,260,6,266,0.139072847682119,0.860927152317881,0.125,2.91106999476123,1.73136094280936,3.38702512962111,0.875,0.139072847682119,0.24,14.1126047067546,"p72","CC-UC2"
"SG-NES2_p1",426,756,1.77464788732394,235,0.551643192488263,191,521,712,0.551643192488263,0.448356807511737,0.689153439153439,1.99459361584548,0.993302940655515,2.22824020794133,0.310846560846561,0.551643192488263,0.397631133671743,5.60378707614182,"p1","SG-NES2"
"SG-NES2_p2",426,554,1.30046948356808,233,0.546948356807512,193,321,514,0.546948356807512,0.453051643192488,0.57942238267148,2.21682211204313,1.16864774575065,2.50600036514192,0.42057761732852,0.546948356807512,0.475510204081633,5.27012952325983,"p2","SG-NES2"
"SG-NES2_p3",426,718,1.68544600938967,257,0.603286384976526,169,461,630,0.603286384976526,0.396713615023474,0.642061281337047,2.0331319862392,1.06461450614418,2.29500102835741,0.357938718662953,0.603286384976526,0.449300699300699,5.10794003198615,"p3","SG-NES2"
"SG-NES2_p4",426,576,1.35211267605634,243,0.570422535211268,183,333,516,0.570422535211268,0.429577464788732,0.578125,2.21686073117922,1.18094651652694,2.51179341832516,0.421875,0.570422535211268,0.48502994011976,5.17863581309014,"p4","SG-NES2"
"SG-NES2_p5",426,772,1.81220657276995,272,0.63849765258216,154,500,654,0.63849765258216,0.36150234741784,0.647668393782383,1.93677529772079,1.03406772448594,2.19553970874703,0.352331606217617,0.63849765258216,0.454090150250417,4.83503046154216,"p5","SG-NES2"
"SG-NES2_p6",426,572,1.34272300469484,203,0.476525821596244,223,369,592,0.476525821596244,0.523474178403756,0.645104895104895,2.21769163560275,1.0976455276789,2.47446598179403,0.354895104895105,0.476525821596244,0.406813627254509,6.08255430992719,"p6","SG-NES2"
"SG-NES2_p7",426,219,0.514084507042254,161,0.377934272300469,265,58,323,0.377934272300469,0.622065727699531,0.264840182648402,2.5441984992602,1.35579558363209,2.88290264633306,0.735159817351598,0.377934272300469,0.49922480620155,5.7747584064746,"p7","SG-NES2"
"SG-NES2_p8",426,205,0.481220657276995,148,0.347417840375587,278,57,335,0.347417840375587,0.652582159624413,0.278048780487805,2.53789905414402,1.37776896133235,2.88776365373552,0.721951219512195,0.347417840375587,0.469096671949287,6.15600968076728,"p8","SG-NES2"
"SG-NES2_p9",426,234,0.549295774647887,159,0.373239436619718,267,75,342,0.373239436619718,0.626760563380282,0.320512820512821,2.57290934683172,1.46811248348038,2.96229923727583,0.67948717948718,0.373239436619718,0.481818181818182,6.14816822830832,"p9","SG-NES2"
"SG-NES2_p10",426,200,0.469483568075117,139,0.326291079812207,287,61,348,0.326291079812207,0.673708920187793,0.305,2.61092218159991,1.31477344384236,2.92327621804775,0.695,0.326291079812207,0.44408945686901,6.58262918164708,"p10","SG-NES2"
"SG-NES2_p11",426,220,0.516431924882629,162,0.380281690140845,264,58,322,0.380281690140845,0.619718309859155,0.263636363636364,2.56186003914112,1.21588236516775,2.83575330134235,0.736363636363636,0.380281690140845,0.501547987616099,5.65400195267642,"p11","SG-NES2"
"SG-NES2_p12",426,204,0.47887323943662,147,0.345070422535211,279,57,336,0.345070422535211,0.654929577464789,0.279411764705882,2.58514596867834,1.40598005133853,2.94274694531076,0.720588235294118,0.345070422535211,0.466666666666667,6.30588631138019,"p12","SG-NES2"
"SG-NES2_p13",426,115,0.269953051643192,101,0.237089201877934,325,14,339,0.237089201877934,0.762910798122066,0.121739130434783,2.69028503349347,1.25448138075201,2.96839301577342,0.878260869565217,0.237089201877934,0.373382624768946,7.95000307689813,"p13","SG-NES2"
"SG-NES2_p14",426,104,0.244131455399061,89,0.208920187793427,337,15,352,0.208920187793427,0.791079812206573,0.144230769230769,2.83362978970863,1.33530637817525,3.13249116658287,0.855769230769231,0.208920187793427,0.335849056603774,9.32708043982539,"p14","SG-NES2"
"SG-NES2_p15",426,117,0.274647887323944,102,0.23943661971831,324,15,339,0.23943661971831,0.76056338028169,0.128205128205128,2.77251250731605,1.3812492356488,3.09752724833928,0.871794871794872,0.23943661971831,0.375690607734807,8.24488870513837,"p15","SG-NES2"
"SG-NES2_p16",426,99,0.232394366197183,88,0.206572769953052,338,11,349,0.206572769953052,0.793427230046948,0.111111111111111,2.81340445698232,1.29977707878907,3.09913941169374,0.888888888888889,0.206572769953052,0.335238095238095,9.24459199510916,"p16","SG-NES2"
"SG-NES2_p17",426,112,0.262910798122066,93,0.21830985915493,333,19,352,0.21830985915493,0.78169014084507,0.169642857142857,2.80934467990083,1.26261478558355,3.08003467955497,0.830357142857143,0.21830985915493,0.345724907063197,8.90891751398157,"p17","SG-NES2"
"SG-NES2_p18",426,102,0.23943661971831,85,0.199530516431925,341,17,358,0.199530516431925,0.800469483568075,0.166666666666667,2.72162847837645,1.34743550756941,3.03691356830722,0.833333333333333,0.199530516431925,0.321969696969697,9.43229625921303,"p18","SG-NES2"
"SG-NES2_p19",426,195,0.457746478873239,138,0.323943661971831,288,57,345,0.323943661971831,0.676056338028169,0.292307692307692,2.70646772350803,1.15376146028821,2.94213069825885,0.707692307692308,0.323943661971831,0.444444444444444,6.61979407108241,"p19","SG-NES2"
"SG-NES2_p20",426,545,1.27934272300469,210,0.492957746478873,216,335,551,0.492957746478873,0.507042253521127,0.614678899082569,2.14028139669915,1.22892885415366,2.46800943791305,0.385321100917431,0.492957746478873,0.43254376930999,5.70580277193708,"p20","SG-NES2"
"SG-NES2_p21",426,35,0.0821596244131455,31,0.0727699530516432,395,4,399,0.0727699530516432,0.927230046948357,0.114285714285714,2.9751981603273,1.98055625943173,3.57413027042792,0.885714285714286,0.0727699530516432,0.134490238611714,26.5753879785043,"p21","SG-NES2"
"SG-NES2_p22",426,579,1.35915492957746,239,0.561032863849765,187,340,527,0.561032863849765,0.438967136150235,0.587219343696028,2.13704026629176,1.17875768942415,2.4405759136173,0.412780656303972,0.561032863849765,0.475621890547264,5.13133638741712,"p22","SG-NES2"
"SG-NES2_p23",426,39,0.0915492957746479,31,0.0727699530516432,395,8,403,0.0727699530516432,0.927230046948357,0.205128205128205,2.80975316584681,1.99222027218459,3.44436561152985,0.794871794871795,0.0727699530516432,0.133333333333333,25.8327420864739,"p23","SG-NES2"
"SG-NES2_p24",426,573,1.34507042253521,221,0.518779342723005,205,352,557,0.518779342723005,0.481220657276995,0.614310645724258,2.18683387681296,1.12909021959359,2.46111501737702,0.385689354275742,0.518779342723005,0.442442442442442,5.56256538995395,"p24","SG-NES2"
"SG-NES2_p25",426,52,0.122065727699531,44,0.103286384976526,382,8,390,0.103286384976526,0.896713615023474,0.153846153846154,2.94891895735026,1.38823350799758,3.25934276960049,0.846153846153846,0.103286384976526,0.184100418410042,17.7041573166936,"p25","SG-NES2"
"SG-NES2_p26",426,199,0.467136150234742,149,0.349765258215962,277,50,327,0.349765258215962,0.650234741784038,0.251256281407035,2.58435970606885,1.3469662531958,2.91431521589559,0.748743718592965,0.349765258215962,0.4768,6.11223828837163,"p26","SG-NES2"
"SG-NES2_p27",426,30,0.0704225352112676,27,0.0633802816901408,399,3,402,0.0633802816901408,0.936619718309859,0.1,2.97773339158288,2.11815106305616,3.65423864536426,0.9,0.0633802816901408,0.118421052631579,30.8580152275204,"p27","SG-NES2"
"SG-NES2_p28",426,198,0.464788732394366,142,0.333333333333333,284,56,340,0.333333333333333,0.666666666666667,0.282828282828283,2.54752535499438,1.33451755538614,2.8759037779406,0.717171717171717,0.333333333333333,0.455128205128205,6.31888717406668,"p28","SG-NES2"
"SG-NES2_p29",426,30,0.0704225352112676,28,0.0657276995305164,398,2,400,0.0657276995305164,0.934272300469484,0.0666666666666667,3.01661374666871,1.97641390618752,3.60640685796293,0.933333333333333,0.0657276995305164,0.12280701754386,29.3664558434124,"p29","SG-NES2"
"SG-NES2_p30",426,192,0.450704225352113,138,0.323943661971831,288,54,342,0.323943661971831,0.676056338028169,0.28125,2.60598365144434,1.1255525406391,2.83866505832131,0.71875,0.323943661971831,0.446601941747573,6.35614132624119,"p30","SG-NES2"
"SG-NES2_p31",426,26,0.0610328638497653,22,0.0516431924882629,404,4,408,0.0516431924882629,0.948356807511737,0.153846153846154,2.97047476620779,2.04323827204847,3.60534921651715,0.846153846153846,0.0516431924882629,0.0973451327433628,37.0367692242216,"p31","SG-NES2"
"SG-NES2_p32",426,105,0.246478873239437,87,0.204225352112676,339,18,357,0.204225352112676,0.795774647887324,0.171428571428571,2.77253016213783,1.30857404623612,3.06582607700547,0.828571428571429,0.204225352112676,0.327683615819209,9.35605544189601,"p32","SG-NES2"
"SG-NES2_p33",426,24,0.0563380281690141,22,0.0516431924882629,404,2,406,0.0516431924882629,0.948356807511737,0.0833333333333333,3.05445687958693,2.22376923058781,3.77820809646121,0.916666666666667,0.0516431924882629,0.0977777777777778,38.6407646228987,"p33","SG-NES2"
"SG-NES2_p34",426,109,0.255868544600939,95,0.223004694835681,331,14,345,0.223004694835681,0.776995305164319,0.128440366972477,2.77403553451944,1.2692999728404,3.05063855083311,0.871559633027523,0.223004694835681,0.355140186915888,8.58995591945114,"p34","SG-NES2"
"SG-NES2_p35",426,26,0.0610328638497653,24,0.0563380281690141,402,2,404,0.0563380281690141,0.943661971830986,0.0769230769230769,3.05895780013825,2.11457965681125,3.71869196734909,0.923076923076923,0.0563380281690141,0.106194690265487,35.0176826925372,"p35","SG-NES2"
"SG-NES2_p36",426,107,0.251173708920188,93,0.21830985915493,333,14,347,0.21830985915493,0.78169014084507,0.130841121495327,2.83570214337412,1.30390661153815,3.12111824472407,0.869158878504673,0.21830985915493,0.348968105065666,8.94384959375232,"p36","SG-NES2"
"SG-NES2_p37",426,176,0.413145539906103,120,0.28169014084507,306,56,362,0.28169014084507,0.71830985915493,0.318181818181818,2.72331140431369,1.23867493718086,2.99177883622186,0.681818181818182,0.28169014084507,0.398671096345515,7.5043785808565,"p37","SG-NES2"
"SG-NES2_p38",426,59,0.13849765258216,46,0.107981220657277,380,13,393,0.107981220657277,0.892018779342723,0.220338983050847,2.75241952452634,1.77130272619507,3.27312184112048,0.779661016949153,0.107981220657277,0.189690721649485,17.2550444885156,"p38","SG-NES2"
"SG-NES2_p39",426,34,0.07981220657277,31,0.0727699530516432,395,3,398,0.0727699530516432,0.927230046948357,0.0882352941176471,3.01889338467754,2.05169722032052,3.65009297853093,0.911764705882353,0.0727699530516432,0.134782608695652,27.0813350020037,"p39","SG-NES2"
"SG-NES2_p40",426,41,0.0962441314553991,31,0.0727699530516432,395,10,405,0.0727699530516432,0.927230046948357,0.24390243902439,2.92699400588174,1.93120682643046,3.50668700013549,0.75609756097561,0.0727699530516432,0.132762312633833,26.4132714365044,"p40","SG-NES2"
"SG-NES2_p41",426,40,0.0938967136150235,34,0.07981220657277,392,6,398,0.07981220657277,0.92018779342723,0.15,2.97006985839453,2.01071506156977,3.58668231414036,0.85,0.07981220657277,0.145922746781116,24.5793229174913,"p41","SG-NES2"
"SG-NES2_p42",426,41,0.0962441314553991,31,0.0727699530516432,395,10,405,0.0727699530516432,0.927230046948357,0.24390243902439,2.92699400588174,1.93120682643046,3.50668700013549,0.75609756097561,0.0727699530516432,0.132762312633833,26.4132714365044,"p42","SG-NES2"
"SG-NES2_p43",426,49,0.115023474178404,37,0.0868544600938967,389,12,401,0.0868544600938967,0.913145539906103,0.244897959183673,3.00591636378946,1.33615664035605,3.28950570050651,0.755102040816326,0.0868544600938967,0.155789473684211,21.1150703748729,"p43","SG-NES2"
"SG-NES2_p44",426,35,0.0821596244131455,27,0.0633802816901408,399,8,407,0.0633802816901408,0.936619718309859,0.228571428571429,2.97090840843421,1.9521288569339,3.55487044002719,0.771428571428571,0.0633802816901408,0.117136659436009,30.3480606083803,"p44","SG-NES2"
"SG-NES2_p45",426,28,0.0657276995305164,26,0.0610328638497653,400,2,402,0.0610328638497653,0.938967136150235,0.0714285714285714,3.02773217247564,2.07700558311905,3.67166369654844,0.928571428571429,0.0610328638497653,0.114537444933921,32.0564484275575,"p45","SG-NES2"
"SG-NES2_p46",426,34,0.07981220657277,27,0.0633802816901408,399,7,406,0.0633802816901408,0.936619718309859,0.205882352941176,3.01081203152905,1.98005066339971,3.60355237492529,0.794117647058823,0.0633802816901408,0.117391304347826,30.6969276382525,"p46","SG-NES2"
"SG-NES2_p47",426,32,0.0751173708920188,30,0.0704225352112676,396,2,398,0.0704225352112676,0.929577464788732,0.0625,2.9956583825268,2.05409210277112,3.63225322788345,0.9375,0.0704225352112676,0.131004366812227,27.7261996395103,"p47","SG-NES2"
"SG-NES2_p48",426,34,0.07981220657277,27,0.0633802816901408,399,7,406,0.0633802816901408,0.936619718309859,0.205882352941176,3.01081203152905,1.98005066339971,3.60355237492529,0.794117647058823,0.0633802816901408,0.117391304347826,30.6969276382525,"p48","SG-NES2"
"SG-NES2_p49",426,25,0.0586854460093897,19,0.0446009389671361,407,6,413,0.0446009389671361,0.955399061032864,0.24,2.90397347329551,1.7299357000524,3.38019813915098,0.76,0.0446009389671361,0.0842572062084257,40.1176147567656,"p49","SG-NES2"
"SG-NES2_p50",426,25,0.0586854460093897,21,0.0492957746478873,405,4,409,0.0492957746478873,0.950704225352113,0.16,2.94560823698495,2.12131592133167,3.62995717934645,0.84,0.0492957746478873,0.0931263858093126,38.9788259020297,"p50","SG-NES2"
"SG-NES2_p51",426,24,0.0563380281690141,22,0.0516431924882629,404,2,406,0.0516431924882629,0.948356807511737,0.0833333333333333,2.97001911878949,2.12903774679378,3.65428724832187,0.916666666666667,0.0516431924882629,0.0977777777777778,37.3733923123828,"p51","SG-NES2"
"SG-NES2_p52",426,27,0.0633802816901408,23,0.0539906103286385,403,4,407,0.0539906103286385,0.946009389671362,0.148148148148148,3.04263134922864,1.96622660023667,3.62265821887563,0.851851851851852,0.0539906103286385,0.101545253863135,35.6753081119709,"p52","SG-NES2"
