"","nobstrees","npredtrees","ext.rt","tp","match.rt","fn","fp","ft","accuracy","omission","commission","xy.rmse","z.rmse","xyz.rmse","precision","recall","f","loss","paramset","quad"
"CC-UC1_p35",150,20,0.133333333333333,13,0.0866666666666667,137,7,144,0.0866666666666667,0.913333333333333,0.35,3.42868742281509,1.54112730967152,3.75911835780489,0.65,0.0866666666666667,0.152941176470588,24.578850801032,"p35","CC-UC1"
"CC-UC1_p36",150,95,0.633333333333333,63,0.42,87,32,119,0.42,0.58,0.336842105263158,2.92249041751814,1.61125129329932,3.33722653870607,0.663157894736842,0.42,0.514285714285714,6.48905160303959,"p36","CC-UC1"
"CC-UC1_p37",150,169,1.12666666666667,67,0.446666666666667,83,102,185,0.446666666666667,0.553333333333333,0.603550295857988,2.70213385101671,1.37555973952967,3.03211014737679,0.396449704142012,0.446666666666667,0.420062695924765,7.21823236577012,"p37","CC-UC1"
"CC-UC1_p38",150,35,0.233333333333333,28,0.186666666666667,122,7,129,0.186666666666667,0.813333333333333,0.2,3.25498517274316,1.97318225571935,3.80636003145571,0.8,0.186666666666667,0.302702702702703,12.5745822467733,"p38","CC-UC1"
"CC-UC1_p39",150,24,0.16,14,0.0933333333333333,136,10,146,0.0933333333333333,0.906666666666667,0.416666666666667,3.37152283821812,1.95496505266536,3.8973137679393,0.583333333333333,0.0933333333333333,0.160919540229885,24.2190212721942,"p39","CC-UC1"
"CC-UC1_p40",150,36,0.24,27,0.18,123,9,132,0.18,0.82,0.25,3.13204207702449,2.32907156037193,3.90310926129224,0.75,0.18,0.290322580645161,13.4440430111177,"p40","CC-UC1"
"CC-UC1_p41",150,24,0.16,14,0.0933333333333333,136,10,146,0.0933333333333333,0.906666666666667,0.416666666666667,3.3660187706435,1.90074778517749,3.86560790913687,0.583333333333333,0.0933333333333333,0.160919540229885,24.0219920067791,"p41","CC-UC1"
"CC-UC1_p42",150,33,0.22,21,0.14,129,12,141,0.14,0.86,0.363636363636364,3.17187994777146,2.19684975752619,3.85836380609936,0.636363636363636,0.14,0.229508196721311,16.8114422980044,"p42","CC-UC1"
"CC-UC1_p43",150,38,0.253333333333333,25,0.166666666666667,125,13,138,0.166666666666667,0.833333333333333,0.342105263157895,2.84144845965197,1.89584008819309,3.41585113681181,0.657894736842105,0.166666666666667,0.265957446808511,12.8436002744124,"p43","CC-UC1"
"CC-UC1_p44",150,24,0.16,17,0.113333333333333,133,7,140,0.113333333333333,0.886666666666667,0.291666666666667,3.30826676955021,2.20684797845253,3.97678350158896,0.708333333333333,0.113333333333333,0.195402298850575,20.3517743904847,"p44","CC-UC1"
"CC-UC1_p45",150,21,0.14,13,0.0866666666666667,137,8,145,0.0866666666666667,0.913333333333333,0.380952380952381,3.4796504354035,1.86210939115171,3.94657047792373,0.619047619047619,0.0866666666666667,0.152046783625731,25.9562904509599,"p45","CC-UC1"
"CC-UC1_p46",150,25,0.166666666666667,17,0.113333333333333,133,8,141,0.113333333333333,0.886666666666667,0.32,3.20502552634068,2.3291680286923,3.96197076344308,0.68,0.113333333333333,0.194285714285714,20.3924965765453,"p46","CC-UC1"
"CC-UC1_p47",150,21,0.14,13,0.0866666666666667,137,8,145,0.0866666666666667,0.913333333333333,0.380952380952381,3.47390711761512,1.80064563207414,3.91284491823081,0.619047619047619,0.0866666666666667,0.152046783625731,25.7344800391334,"p47","CC-UC1"
"CC-UC1_p48",150,23,0.153333333333333,16,0.106666666666667,134,7,141,0.106666666666667,0.893333333333333,0.304347826086957,3.45037733540615,2.29715555089332,4.14512091279428,0.695652173913043,0.106666666666667,0.184971098265896,22.4095599347941,"p48","CC-UC1"
"CC-UC1_p49",150,16,0.106666666666667,8,0.0533333333333333,142,8,150,0.0533333333333333,0.946666666666667,0.5,3.30267274548893,2.02887160756909,3.87607627166899,0.5,0.0533333333333333,0.0963855421686747,40.2142913185657,"p49","CC-UC1"
"CC-UC1_p50",150,19,0.126666666666667,13,0.0866666666666667,137,6,143,0.0866666666666667,0.913333333333333,0.315789473684211,3.41025864543916,2.18564350671868,4.05054336691438,0.684210526315789,0.0866666666666667,0.153846153846154,26.3285318849435,"p50","CC-UC1"
"CC-UC1_p51",150,16,0.106666666666667,10,0.0666666666666667,140,6,146,0.0666666666666667,0.933333333333333,0.375,3.61325756517728,1.50929745245926,3.91581524491527,0.625,0.0666666666666667,0.120481927710843,32.5012665327967,"p51","CC-UC1"
"CC-UC1_p52",150,21,0.14,13,0.0866666666666667,137,8,145,0.0866666666666667,0.913333333333333,0.380952380952381,3.30124358031427,2.20198525810757,3.96824246404996,0.619047619047619,0.0866666666666667,0.152046783625731,26.0988254366362,"p52","CC-UC1"
"CC-UC1_p53",150,17,0.113333333333333,10,0.0666666666666667,140,7,147,0.0666666666666667,0.933333333333333,0.411764705882353,3.48846659408198,1.618811045181,3.84577019308563,0.588235294117647,0.0666666666666667,0.119760479041916,32.112181112265,"p53","CC-UC1"
"CC-UC1_p54",150,21,0.14,14,0.0933333333333333,136,7,143,0.0933333333333333,0.906666666666667,0.333333333333333,3.42471952933724,2.25946632447323,4.10291261496665,0.666666666666667,0.0933333333333333,0.16374269005848,25.0570734699749,"p54","CC-UC1"
"CC-UC1_p55",150,131,0.873333333333333,60,0.4,90,71,161,0.4,0.6,0.541984732824427,2.71982899807041,1.27544337389004,3.00403488307721,0.458015267175573,0.4,0.427046263345196,7.03444835120579,"p55","CC-UC1"
"CC-UC1_p56",150,34,0.226666666666667,26,0.173333333333333,124,8,132,0.173333333333333,0.826666666666667,0.235294117647059,3.29848675387019,1.9810998110995,3.84769688605997,0.764705882352941,0.173333333333333,0.282608695652174,13.6149274429814,"p56","CC-UC1"
"CC-UC1_p57",150,20,0.133333333333333,12,0.08,138,8,146,0.08,0.92,0.4,3.11882563482878,1.76594809285739,3.58408231031764,0.6,0.08,0.141176470588235,25.3872496980833,"p57","CC-UC1"
"CC-UC1_p58",150,32,0.213333333333333,24,0.16,126,8,134,0.16,0.84,0.25,3.28606972583683,2.07617955429357,3.88700087274598,0.75,0.16,0.263736263736264,14.7382116424952,"p58","CC-UC1"
"CC-UC1_p59",150,20,0.133333333333333,12,0.08,138,8,146,0.08,0.92,0.4,3.1811017583208,2.13106522659444,3.82894860200443,0.6,0.08,0.141176470588235,27.121719264198,"p59","CC-UC1"
"CC-UC1_p60",150,31,0.206666666666667,23,0.153333333333333,127,8,135,0.153333333333333,0.846666666666667,0.258064516129032,3.3732800856355,1.8999886612934,3.87155982120754,0.741935483870968,0.153333333333333,0.25414364640884,15.2337462530123,"p60","CC-UC1"
"CC-UC1_p61",150,27,0.18,19,0.126666666666667,131,8,139,0.126666666666667,0.873333333333333,0.296296296296296,2.85602812485666,1.67934271289943,3.31316896601134,0.703703703703704,0.126666666666667,0.214689265536723,15.4323922890528,"p61","CC-UC1"
"CC-UC1_p62",150,23,0.153333333333333,16,0.106666666666667,134,7,141,0.106666666666667,0.893333333333333,0.304347826086957,3.34923629569073,2.01271062562406,3.90747844867661,0.695652173913043,0.106666666666667,0.184971098265896,21.1248053631579,"p62","CC-UC1"
"CC-UC1_p63",150,19,0.126666666666667,11,0.0733333333333333,139,8,147,0.0733333333333333,0.926666666666667,0.421052631578947,3.35958445464527,1.7702743238883,3.7974568976767,0.578947368421053,0.0733333333333333,0.130177514792899,29.1713734412437,"p63","CC-UC1"
"CC-UC1_p64",150,22,0.146666666666667,15,0.1,135,7,142,0.1,0.9,0.318181818181818,3.31532024994433,2.09712210739702,3.92291594264066,0.681818181818182,0.1,0.174418604651163,22.4913847378064,"p64","CC-UC1"
"CC-UC1_p65",150,19,0.126666666666667,11,0.0733333333333333,139,8,147,0.0733333333333333,0.926666666666667,0.421052631578947,3.42269040193867,2.16473762844369,4.0498022899301,0.578947368421053,0.0733333333333333,0.130177514792899,31.109844863554,"p65","CC-UC1"
"CC-UC1_p66",150,23,0.153333333333333,15,0.1,135,8,143,0.1,0.9,0.347826086956522,3.36011520126628,1.85828302473009,3.83973826787461,0.652173913043478,0.1,0.173410404624277,22.1424906780769,"p66","CC-UC1"
"CC-UC1_p67",150,16,0.106666666666667,9,0.06,141,7,148,0.06,0.94,0.4375,3.42656149786458,1.81870130709923,3.87930382196244,0.5625,0.06,0.108433734939759,35.7758019136536,"p67","CC-UC1"
"CC-UC1_p68",150,18,0.12,14,0.0933333333333333,136,4,140,0.0933333333333333,0.906666666666667,0.222222222222222,3.25036685617161,2.09801341409303,3.86866191148997,0.777777777777778,0.0933333333333333,0.166666666666667,23.2119714689398,"p68","CC-UC1"
"CC-UC1_p69",150,16,0.106666666666667,10,0.0666666666666667,140,6,146,0.0666666666666667,0.933333333333333,0.375,3.42440337122628,1.71715736029055,3.83081816964286,0.625,0.0666666666666667,0.120481927710843,31.7957908080358,"p69","CC-UC1"
"CC-UC1_p70",150,18,0.12,13,0.0866666666666667,137,5,142,0.0866666666666667,0.913333333333333,0.277777777777778,3.41025864543916,2.18564350671868,4.05054336691438,0.722222222222222,0.0866666666666667,0.154761904761905,26.1727417554468,"p70","CC-UC1"
"CC-UC1_p71",150,16,0.106666666666667,10,0.0666666666666667,140,6,146,0.0666666666666667,0.933333333333333,0.375,3.49246911460326,2.1577926221025,4.10529043022022,0.625,0.0666666666666667,0.120481927710843,34.0739105708278,"p71","CC-UC1"
"CC-UC1_p72",150,19,0.126666666666667,12,0.08,138,7,145,0.08,0.92,0.368421052631579,3.41896312697885,1.99515437999168,3.95852874988183,0.631578947368421,0.08,0.142011834319527,27.8746399470845,"p72","CC-UC1"
"WG-WGM1_p1",176,879,4.99431818181818,146,0.829545454545455,30,733,763,0.829545454545455,0.170454545454545,0.833902161547213,2.2939398931272,1.18181627399501,2.58047475065343,0.166097838452787,0.829545454545455,0.276777251184834,9.32329062308003,"p1","WG-WGM1"
"WG-WGM1_p2",176,660,3.75,130,0.738636363636364,46,530,576,0.738636363636364,0.261363636363636,0.803030303030303,2.3346196280643,1.29869495145052,2.67152716337793,0.196969696969697,0.738636363636364,0.311004784688995,8.58998734070751,"p2","WG-WGM1"
"WG-WGM1_p3",176,882,5.01136363636364,146,0.829545454545455,30,736,766,0.829545454545455,0.170454545454545,0.834467120181406,2.26561978704272,1.22058983888713,2.57349423435026,0.165532879818594,0.829545454545455,0.275992438563327,9.32450993131019,"p3","WG-WGM1"
"WG-WGM1_p4",176,665,3.77840909090909,130,0.738636363636364,46,535,581,0.738636363636364,0.261363636363636,0.804511278195489,2.3474949005746,1.24209490223326,2.65584865050281,0.195488721804511,0.738636363636364,0.309155766944114,8.5906489041264,"p4","WG-WGM1"
"WG-WGM1_p5",176,882,5.01136363636364,146,0.829545454545455,30,736,766,0.829545454545455,0.170454545454545,0.834467120181406,2.26561978704272,1.22058983888713,2.57349423435026,0.165532879818594,0.829545454545455,0.275992438563327,9.32450993131019,"p5","WG-WGM1"
"WG-WGM1_p6",176,664,3.77272727272727,131,0.744318181818182,45,533,578,0.744318181818182,0.255681818181818,0.802710843373494,2.34179959286352,1.26796176526264,2.66303442923738,0.197289156626506,0.744318181818182,0.311904761904762,8.53797297923435,"p6","WG-WGM1"
"WG-WGM1_p7",176,227,1.28977272727273,98,0.556818181818182,78,129,207,0.556818181818182,0.443181818181818,0.568281938325991,2.62688039467039,1.92516139795168,3.25680011914562,0.431718061674009,0.556818181818182,0.486352357320099,6.69637983681472,"p7","WG-WGM1"
"WG-WGM1_p8",176,223,1.26704545454545,99,0.5625,77,124,201,0.5625,0.4375,0.556053811659193,2.61997715292868,1.60526190631896,3.07264480045239,0.443946188340807,0.5625,0.496240601503759,6.19184482515405,"p8","WG-WGM1"
"WG-WGM1_p9",176,230,1.30681818181818,98,0.556818181818182,78,132,210,0.556818181818182,0.443181818181818,0.573913043478261,2.73875390524252,1.6866257069991,3.21643890490576,0.426086956521739,0.556818181818182,0.482758620689655,6.66262344587622,"p9","WG-WGM1"
"WG-WGM1_p10",176,225,1.27840909090909,97,0.551136363636364,79,128,207,0.551136363636364,0.448863636363636,0.568888888888889,2.70036082155835,1.69319102143011,3.1872942132252,0.431111111111111,0.551136363636364,0.483790523690773,6.58816999743971,"p10","WG-WGM1"
"WG-WGM1_p11",176,228,1.29545454545455,103,0.585227272727273,73,125,198,0.585227272727273,0.414772727272727,0.548245614035088,2.71324723948638,1.83764427080418,3.27698749594805,0.451754385964912,0.585227272727273,0.50990099009901,6.42671334156802,"p11","WG-WGM1"
"WG-WGM1_p12",176,223,1.26704545454545,94,0.534090909090909,82,129,211,0.534090909090909,0.465909090909091,0.57847533632287,2.67838666848656,1.58851159761101,3.11402059108016,0.42152466367713,0.534090909090909,0.471177944862155,6.60901178638821,"p12","WG-WGM1"
"WG-WGM1_p13",176,104,0.590909090909091,60,0.340909090909091,116,44,160,0.340909090909091,0.659090909090909,0.423076923076923,2.73418027509678,1.94516163852776,3.35550228382105,0.576923076923077,0.340909090909091,0.428571428571429,7.82950532891579,"p13","WG-WGM1"
"WG-WGM1_p14",176,99,0.5625,53,0.301136363636364,123,46,169,0.301136363636364,0.698863636363636,0.464646464646465,2.88822366293952,1.5595029566173,3.28235973026448,0.535353535353535,0.301136363636364,0.385454545454545,8.51555590398803,"p14","WG-WGM1"
"WG-WGM1_p15",176,102,0.579545454545455,57,0.323863636363636,119,45,164,0.323863636363636,0.676136363636364,0.441176470588235,2.78882740740631,1.67197106077533,3.25162198546676,0.558823529411765,0.323863636363636,0.410071942446043,7.92939396455929,"p15","WG-WGM1"
"WG-WGM1_p16",176,93,0.528409090909091,55,0.3125,121,38,159,0.3125,0.6875,0.408602150537634,2.71377956510745,1.84515566724427,3.28164577070079,0.591397849462366,0.3125,0.408921933085502,8.02511556653194,"p16","WG-WGM1"
"WG-WGM1_p17",176,104,0.590909090909091,60,0.340909090909091,116,44,160,0.340909090909091,0.659090909090909,0.423076923076923,2.84750442223233,1.86347478294359,3.40306034347017,0.576923076923077,0.340909090909091,0.428571428571429,7.94047413476374,"p17","WG-WGM1"
"WG-WGM1_p18",176,98,0.556818181818182,63,0.357954545454545,113,35,148,0.357954545454545,0.642045454545455,0.357142857142857,2.7408088771779,1.69005784159493,3.21998894550178,0.642857142857143,0.357954545454545,0.45985401459854,7.0021981830753,"p18","WG-WGM1"
"WG-WGM1_p19",176,252,1.43181818181818,72,0.409090909090909,104,180,284,0.409090909090909,0.590909090909091,0.714285714285714,2.43278019029974,1.60516192935306,2.9146121995489,0.285714285714286,0.409090909090909,0.336448598130841,8.66287514865924,"p19","WG-WGM1"
"WG-WGM1_p20",176,656,3.72727272727273,129,0.732954545454545,47,527,574,0.732954545454545,0.267045454545455,0.803353658536585,2.33193456196888,1.29542339910384,2.66759078275712,0.196646341463415,0.732954545454545,0.310096153846154,8.60246329943381,"p20","WG-WGM1"
"WG-WGM1_p21",176,35,0.198863636363636,20,0.113636363636364,156,15,171,0.113636363636364,0.886363636363636,0.428571428571429,3.02154202469735,1.69581736929423,3.46489722170978,0.571428571428571,0.113636363636364,0.18957345971564,18.2773328445191,"p21","WG-WGM1"
"WG-WGM1_p22",176,664,3.77272727272727,129,0.732954545454545,47,535,582,0.732954545454545,0.267045454545455,0.805722891566265,2.36968734448054,1.27373497663277,2.69031947940926,0.194277108433735,0.732954545454545,0.307142857142857,8.75917970040222,"p22","WG-WGM1"
"WG-WGM1_p23",176,39,0.221590909090909,25,0.142045454545455,151,14,165,0.142045454545455,0.857954545454545,0.358974358974359,2.99521968786188,1.71960929283369,3.45375116338097,0.641025641025641,0.142045454545455,0.232558139534884,14.8511300025382,"p23","WG-WGM1"
"WG-WGM1_p24",176,660,3.75,132,0.75,44,528,572,0.75,0.25,0.8,2.3512383291906,1.27703392434946,2.67565642872817,0.2,0.75,0.315789473684211,8.47291202430587,"p24","WG-WGM1"
"WG-WGM1_p25",176,52,0.295454545454545,31,0.176136363636364,145,21,166,0.176136363636364,0.823863636363636,0.403846153846154,2.90596611375767,1.5825602368396,3.30894786261943,0.596153846153846,0.176136363636364,0.271929824561404,12.1683889141489,"p25","WG-WGM1"
"WG-WGM1_p26",176,224,1.27272727272727,94,0.534090909090909,82,130,212,0.534090909090909,0.465909090909091,0.580357142857143,2.64556350100421,1.66852594838244,3.12777637919836,0.419642857142857,0.534090909090909,0.47,6.65484335999651,"p26","WG-WGM1"
"WG-WGM1_p27",176,22,0.125,13,0.0738636363636364,163,9,172,0.0738636363636364,0.926136363636364,0.409090909090909,2.98104126716486,1.5715372924428,3.36991639333654,0.590909090909091,0.0738636363636364,0.131313131313131,25.6632094569475,"p27","WG-WGM1"
"WG-WGM1_p28",176,225,1.27840909090909,95,0.539772727272727,81,130,211,0.539772727272727,0.460227272727273,0.577777777777778,2.68801092435959,1.66913463239268,3.16408172311164,0.422222222222222,0.539772727272727,0.473815461346633,6.67787774193562,"p28","WG-WGM1"
"WG-WGM1_p29",176,24,0.136363636363636,13,0.0738636363636364,163,11,174,0.0738636363636364,0.926136363636364,0.458333333333333,2.95106828223569,1.61742245088146,3.36524284280242,0.541666666666667,0.0738636363636364,0.13,25.8864834061724,"p29","WG-WGM1"
"WG-WGM1_p30",176,221,1.25568181818182,92,0.522727272727273,84,129,213,0.522727272727273,0.477272727272727,0.583710407239819,2.62733014091916,1.57225126601261,3.06183567698538,0.416289592760181,0.522727272727273,0.463476070528967,6.60624328132173,"p30","WG-WGM1"
"WG-WGM1_p31",176,25,0.142045454545455,11,0.0625,165,14,179,0.0625,0.9375,0.56,2.6261052492735,1.92561619417596,3.25644384375573,0.44,0.0625,0.109452736318408,29.75205511795,"p31","WG-WGM1"
"WG-WGM1_p32",176,99,0.5625,56,0.318181818181818,120,43,163,0.318181818181818,0.681818181818182,0.434343434343434,2.80081834948953,1.79149484170542,3.32476122371132,0.565656565656566,0.318181818181818,0.407272727272727,8.16347621893404,"p32","WG-WGM1"
"WG-WGM1_p33",176,15,0.0852272727272727,8,0.0454545454545455,168,7,175,0.0454545454545455,0.954545454545455,0.466666666666667,2.38813746345343,1.89011772120151,3.04561086554895,0.533333333333333,0.0454545454545455,0.0837696335078534,36.3569797074905,"p33","WG-WGM1"
"WG-WGM1_p34",176,101,0.573863636363636,58,0.329545454545455,118,43,161,0.329545454545455,0.670454545454545,0.425742574257426,2.94096632389831,1.67670416653295,3.38535371569544,0.574257425742574,0.329545454545455,0.418772563176895,8.08399120041066,"p34","WG-WGM1"
"WG-WGM1_p35",176,18,0.102272727272727,9,0.0511363636363636,167,9,176,0.0511363636363636,0.948863636363636,0.5,3.10124698838954,1.76712953056016,3.56938085118035,0.5,0.0511363636363636,0.0927835051546392,38.4699936182771,"p35","WG-WGM1"
"WG-WGM1_p36",176,95,0.539772727272727,53,0.301136363636364,123,42,165,0.301136363636364,0.698863636363636,0.442105263157895,2.85202420862147,1.93903851879185,3.44875520498649,0.557894736842105,0.301136363636364,0.391143911439114,8.81710057123904,"p36","WG-WGM1"
"WG-WGM1_p37",176,226,1.28409090909091,66,0.375,110,160,270,0.375,0.625,0.707964601769911,2.39479097138151,1.6222799098986,2.89254488343241,0.292035398230089,0.375,0.328358208955224,8.80911396318051,"p37","WG-WGM1"
