"treeID.x","src","pair_id","treeID.y","obs","pred","Zobs","Xobs","Yobs","Zpred","dxy","dz","dxyz","site","Site_Tag","Tag_Number","Height","DBH","Crown_Radius","Canopy_Position","X","Y","Reference","Site_Name","Crown_Radius_Mod","Crown_Area","N","Pixel_Code","Class","Classified","DBH_bins"
418,1,2,418,6834,NA,31.5,324387.60304477,4313010.06280173,30.476,4.31354580357389,1.024,4.43342456793052,"WG-WGM1","WG-WGM16834",6834,31.5,40.9,3.083,NA,-107.026490960428,38.9484617740066,"PIEN","WG-WGM1",2.999032,12.8125,45,46,"","PIEN",5
419,1,NA,419,NA,NA,NA,NA,NA,29.936,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.954752,11.4375,46,45,"Evergreen forest","ABLA",NA
420,1,NA,420,NA,NA,NA,NA,NA,29.781,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.942042,3.75,47,20,"Urban",NA,NA
421,1,NA,421,NA,NA,NA,NA,NA,29.685,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93417,5.875,48,46,"","PIEN",NA
422,1,NA,422,NA,NA,NA,NA,NA,29.61,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92802,6.0625,49,46,"","PIEN",NA
423,1,NA,423,NA,NA,NA,NA,NA,29.52,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92064,10.875,50,46,"","PIEN",NA
424,1,NA,424,NA,NA,NA,NA,NA,29.331,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.905142,12.375,51,46,"","PIEN",NA
425,1,NA,425,NA,NA,NA,NA,NA,29.263,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.899566,3.3125,52,46,"","PIEN",NA
426,1,NA,426,NA,NA,NA,NA,NA,29.09,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88538,10.625,53,46,"","PIEN",NA
427,1,NA,427,NA,NA,NA,NA,NA,29.03,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88046,11.625,54,46,"","PIEN",NA
428,1,3,428,6884,NA,32.5,324416.815057333,4313022.31499363,28.908,1.43648032614691,3.592,3.86858368494299,"WG-WGM1","WG-WGM16884",6884,32.5,52.1,3.165,NA,-107.026157205348,38.9485779658034,"PIEN","WG-WGM1",2.870456,16.5,55,46,"","PIEN",NA
429,1,NA,429,NA,NA,NA,NA,NA,28.592,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.844544,7.6875,56,45,"Evergreen forest","ABLA",NA
430,1,NA,430,NA,NA,NA,NA,NA,27.941,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.791162,14.25,57,45,"Evergreen forest","ABLA",NA
431,1,NA,431,NA,NA,NA,NA,NA,27.845,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78329,2.5,58,46,"","PIEN",NA
432,1,4,432,6751,NA,27.9,324388.088783404,4313007.26389107,27.779,3.73335225303631,0.120999999999999,3.73531257664621,"WG-WGM1","WG-WGM16751",6751,27.9,46.6,2.7878,NA,-107.026484640493,38.9484366649134,"PIEN","WG-WGM1",2.777878,6.5,59,46,"","PIEN",5
433,1,NA,433,NA,NA,NA,NA,NA,27.673,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.769186,11,60,46,"","PIEN",NA
434,1,5,434,6761,NA,28.9,324396.931139182,4313004.17348923,27.609,3.79520988065669,1.291,4.0087777486703,"WG-WGM1","WG-WGM16761",6761,28.9,44.2,2.8698,NA,-107.026381870314,38.9484106046222,"PIEN","WG-WGM1",2.763938,12.375,61,46,"","PIEN",5
435,1,NA,435,NA,NA,NA,NA,NA,27.486,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.753852,5.5625,62,46,"","PIEN",NA
436,1,6,436,6723,NA,25.5,324382.055678332,4313032.2921484,27.343,3.83850047336559,1.843,4.25802006618427,"WG-WGM1","WG-WGM16723",6723,25.5,34.5,2.591,NA,-107.026560639917,38.9486608555197,"ABLA","WG-WGM1",2.742126,8.625,63,46,"","PIEN",4
437,1,7,437,6752,NA,26.7,324382.674224109,4313013.99627912,27.185,0.942576466610282,0.484999999999999,1.0600355632749,"WG-WGM1","WG-WGM16752",6752,26.7,32.1,2.6894,NA,-107.026548812799,38.9484962107314,"PIEN","WG-WGM1",2.72917,6.9375,64,46,"","PIEN",4
438,1,NA,438,NA,NA,NA,NA,NA,27.075,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72015,6.0625,65,45,"Evergreen forest","ABLA",NA
439,1,NA,439,NA,NA,NA,NA,NA,26.798,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.697436,2.9375,66,46,"","PIEN",NA
440,1,NA,440,NA,NA,NA,NA,NA,26.584,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.679888,4.0625,67,45,"Evergreen forest","ABLA",NA
441,1,NA,441,NA,NA,NA,NA,NA,26.505,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67341,3.625,68,47,"","PICO",NA
442,1,NA,442,NA,NA,NA,NA,NA,26.348,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.660536,12.3125,69,46,"","PIEN",NA
443,1,NA,443,NA,NA,NA,NA,NA,25.906,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.624292,6.1875,70,45,"Evergreen forest","ABLA",NA
444,1,NA,444,NA,NA,NA,NA,NA,25.852,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.619864,5.375,71,46,"","PIEN",NA
445,1,NA,445,NA,NA,NA,NA,NA,25.503,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.591246,5.3125,72,45,"Evergreen forest","ABLA",NA
446,1,NA,446,NA,NA,NA,NA,NA,25.42,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58444,2.75,73,46,"","PIEN",NA
447,1,8,447,6839,NA,26.4,324398.329032195,4313009.79026216,25.198,0.684906632046233,1.202,1.38343814267965,"WG-WGM1","WG-WGM16839",6839,26.4,38.8,2.6648,NA,-107.026367189399,38.948461468092,"PIEN","WG-WGM1",2.566236,11.0625,74,45,"Evergreen forest","ABLA",4
448,1,NA,448,NA,NA,NA,NA,NA,25.192,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.565744,10.1875,75,46,"","PIEN",NA
449,1,NA,449,NA,NA,NA,NA,NA,25.052,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.554264,3.625,76,45,"Evergreen forest","ABLA",NA
450,1,NA,450,NA,NA,NA,NA,NA,24.913,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.542866,17.0625,77,45,"Evergreen forest","ABLA",NA
451,1,NA,451,NA,NA,NA,NA,NA,24.849,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.537618,14.125,78,46,"","PIEN",NA
452,1,9,452,6745,NA,25,324387.48772762,4313011.53958222,24.809,1.78590643646521,0.190999999999999,1.7960909775977,"WG-WGM1","WG-WGM16745",6745,25,30.8,2.55,NA,-107.026492669194,38.9484750504776,"PIEN","WG-WGM1",2.534338,7.6875,79,46,"","PIEN",4
453,1,NA,453,NA,NA,NA,NA,NA,24.797,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.533354,2.8125,80,46,"","PIEN",NA
454,1,NA,454,NA,NA,NA,NA,NA,24.792,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.532944,7.6875,81,46,"","PIEN",NA
455,1,NA,455,NA,NA,NA,NA,NA,24.777,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.531714,4.0625,82,46,"","PIEN",NA
456,1,NA,456,NA,NA,NA,NA,NA,24.621,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.518922,14.3125,83,46,"","PIEN",NA
457,1,NA,457,NA,NA,NA,NA,NA,24.458,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.505556,11.9375,84,45,"Evergreen forest","ABLA",NA
458,1,87,458,6757,NA,24.2,324388.576394366,4313018.73797638,24.432,3.49229410585692,0.231999999999999,3.49999173167638,"WG-WGM1","WG-WGM16757",6757,24.2,36.6,2.4844,NA,-107.026481960333,38.9485400957607,"PIEN","WG-WGM1",2.503424,2.9375,85,46,"","PIEN",4
459,1,NA,459,NA,NA,NA,NA,NA,24.1,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4762,2.375,86,46,"","PIEN",NA
461,1,NA,461,NA,NA,NA,NA,NA,24.073,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.473986,5.375,87,45,"Evergreen forest","ABLA",NA
462,1,NA,462,NA,NA,NA,NA,NA,23.871,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.457422,6.25,88,45,"Evergreen forest","ABLA",NA
464,1,NA,464,NA,NA,NA,NA,NA,23.821,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.453322,7.1875,89,20,"Urban",NA,NA
465,1,NA,465,NA,NA,NA,NA,NA,23.617,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.436594,8.75,90,45,"Evergreen forest","ABLA",NA
468,1,NA,468,NA,NA,NA,NA,NA,23.435,NA,NA,NA,"WG-WGM1","WG-WGM1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42167,20.0625,91,45,"Evergreen forest","ABLA",NA
674,1,NA,674,NA,NA,NA,NA,NA,30.121,NA,NA,NA,"ER-APL1","ER-APL1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.969922,18.875,92,46,"","PIEN",NA
675,1,1,675,1154,NA,23.2,327416.564390491,4316121.35155135,25.565,2.2668817680438,2.365,3.27596977249323,"ER-APL1","ER-APL11154",1154,23.2,66.6,2.4024,NA,-106.992342839613,38.977083427519,"PIEN","ER-APL1",2.59633,19.625,93,46,"","PIEN",NA
676,1,2,676,1152,NA,25.4,327413.138556117,4316116.92271166,23.159,4.26787771724283,2.241,4.82046275883736,"ER-APL1","ER-APL11152",1152,25.4,54.6,2.5828,NA,-106.992381247813,38.977042866582,"PIEN","ER-APL1",2.399038,9.25,94,46,"","PIEN",NA
677,1,3,677,1488,NA,22.9,327402.139645244,4316136.60199471,21.966,3.51997558700332,0.933999999999997,3.64178309803033,"ER-APL1","ER-APL11488",1488,22.9,26.6,2.3778,NA,-106.992513118823,38.977217929263,"ABLA","ER-APL1",2.301212,19.1875,95,46,"","PIEN",3
678,1,137,678,1198,NA,23.6,327407.5109786,4316128.76257363,21.617,2.99697306523246,1.983,3.59362443136854,"ER-APL1","ER-APL11198",1198,23.6,31.5,2.4352,NA,-106.99244916648,38.977148386542,"ABLA","ER-APL1",2.272594,4.8125,96,46,"","PIEN",4
680,1,4,680,1199,NA,22.6,327408.522967638,4316128.16502606,20.925,3.35425260715258,1.675,3.74921799214048,"ER-APL1","ER-APL11199",1199,22.6,29.6,2.3532,NA,-106.992437339554,38.977143204505,"ABLA","ER-APL1",2.21585,23.0625,97,46,"","PIEN",3
682,1,5,682,1144,NA,21.6,327418.939023146,4316108.16577695,20.082,1.25962157686007,1.518,1.9725543127862,"ER-APL1","ER-APL11144",1144,21.6,42.3,2.2712,NA,-106.99231211291,38.9769651452785,"ABLA","ER-APL1",2.146724,20.4375,98,45,"Evergreen forest","ABLA",5
684,1,106,684,1140,NA,15.5,327411.292375716,4316103.5231697,18.971,4.60770751385826,3.471,5.76877885979918,"ER-APL1","ER-APL11140",1140,15.5,19.3,1.771,NA,-106.992399165566,38.976921827402,"ABLA","ER-APL1",2.055622,1.625,99,45,"Evergreen forest","ABLA",2
686,1,6,686,1091,NA,18.4,327438.990831983,4316106.1597536,18.379,3.41958881285956,0.0209999999999972,3.41965329368845,"ER-APL1","ER-APL11091",1091,18.4,29.6,2.0088,NA,-106.992080254646,38.9769510303225,"PIEN","ER-APL1",2.007078,22.5,100,46,"","PIEN",3
687,1,7,687,1086,NA,19,327440.035462133,4316110.47184642,18.116,3.37635667934701,0.884,3.49016338101401,"ER-APL1","ER-APL11086",1086,19,31.8,2.058,NA,-106.992069290495,38.9769900705725,"PIEN","ER-APL1",1.985512,24.8125,101,46,"","PIEN",4
930,1,119,930,3895,NA,18.2,319230.071745226,4299924.06235692,17.946,4.69103105580754,0.253999999999998,4.69790254970777,"CC-UC2","CC-UC23895",3895,18.2,19.5,1.9924,NA,-107.082525262287,38.829566819721,"ABLA","CC-UC2",1.971572,8.75,102,46,"","PIEN",2
931,1,120,931,3905,NA,17.7,319229.727940537,4299917.17110762,17.833,3.40965460748915,0.132999999999999,3.41224757929022,"CC-UC2","CC-UC23905",3905,17.7,20.6,1.9514,NA,-107.082527411636,38.829504688919,"ABLA","CC-UC2",1.962306,8.125,103,46,"","PIEN",3
932,1,1,932,3943,NA,17.2,319244.520597716,4299896.21840323,17.818,2.04953861713022,0.618000000000002,2.14068506397089,"CC-UC2","CC-UC23943",3943,17.2,17.9,1.9104,NA,-107.082351600936,38.829319033296,"PIEN","CC-UC2",1.961076,4.625,104,46,"","PIEN",2
933,1,121,933,3821,NA,19.2,319238.774601815,4299898.79600361,17.348,3.02508087548238,1.852,3.54697311847852,"CC-UC2","CC-UC23821",3821,19.2,25.2,2.0744,NA,-107.082418432252,38.829341066551,"ABLA","CC-UC2",1.922536,7.9375,105,46,"","PIEN",3
934,1,122,934,3846,NA,16,319234.212641444,4299907.37673673,17.014,3.25869807863994,1.014,3.41281543124319,"CC-UC2","CC-UC23846",3846,16,19.4,1.812,NA,-107.082473207347,38.829417405017,"PIEN","CC-UC2",1.895148,11.3125,106,47,"","PICO",2
935,1,2,935,3882,NA,18.2,319227.281475339,4299925.50301738,16.956,1.61830375269088,1.244,2.04118667347535,"CC-UC2","CC-UC23882",3882,18.2,21.7,1.9924,NA,-107.082557765479,38.829579220887,"PIEN","CC-UC2",1.890392,3.4375,107,46,"","PIEN",3
938,1,145,938,3927,NA,19.4,319234.383120737,4299901.82191727,16.184,2.89866374838501,3.216,4.32953895076617,"CC-UC2","CC-UC23927",3927,19.4,19.7,2.0908,NA,-107.082469786492,38.829367415233,"PIEN","CC-UC2",1.827088,8.4375,108,46,"","PIEN",2
939,1,123,939,3834,NA,18.4,319237.056291715,4299906.2584291,16.105,2.96288891223646,2.295,3.7477640942639,"CC-UC2","CC-UC23834",3834,18.4,24.5,2.0088,NA,-107.082440174278,38.829407917783,"ABLA","CC-UC2",1.82061,10.9375,109,46,"","PIEN",3
941,1,3,941,3912,NA,16.2,319231.621836418,4299915.40024457,15.976,0.859366160172034,0.223999999999998,0.888080062409255,"CC-UC2","CC-UC23912",3912,16.2,36,1.8284,NA,-107.082505141954,38.829489130005,"ABLA","CC-UC2",1.810032,9.0625,110,46,"","PIEN",4
943,1,4,943,3830,NA,17.8,319235.408795431,4299903.80342432,15.643,0.952394334423447,2.157,2.35790245095973,"CC-UC2","CC-UC23830",3830,17.8,20.3,1.9596,NA,-107.082458497823,38.829385470594,"PIEN","CC-UC2",1.782726,9.0625,111,46,"","PIEN",3
944,1,5,944,3899,NA,15.4,319229.348647471,4299921.67542211,15.488,3.72254622748444,0.0879999999999992,3.72358623047172,"CC-UC2","CC-UC23899",3899,15.4,18.6,1.7628,NA,-107.082532960904,38.829545175339,"ABLA","CC-UC2",1.770016,5.8125,112,46,"","PIEN",2
946,1,6,946,3835,NA,18.1,319234.769871444,4299906.08156815,14.86,2.98488450313506,3.24,4.40535305021696,"CC-UC2","CC-UC23835",3835,18.1,20.4,1.9842,NA,-107.082466451874,38.829405855587,"ABLA","CC-UC2",1.71852,3.125,113,45,"Evergreen forest","ABLA",3
1238,1,1,1238,6029,NA,19.4,327789.644187174,4310929.72240624,20.977,4.36521249562486,1.577,4.64133699831842,"SG-NES2","SG-NES26029",6029,19.4,37.4,2.0908,"C",-106.986731998698,38.930401082185,"PIEN","SG-NES2",2.220114,7.625,114,46,"","PIEN",4
1239,1,123,1239,6044,NA,17.1,327796.996877294,4310930.45431355,20.878,3.22284827506572,3.778,4.96588713163057,"SG-NES2","SG-NES26044",6044,17.1,45.1,1.9022,"C",-106.986647404671,38.930409117153,"PIEN","SG-NES2",2.211996,20.625,115,45,"Evergreen forest","ABLA",5
1240,1,2,1240,6034,NA,22.4,327771.750289522,4310922.34521679,20.458,3.50158435196617,1.942,4.00405506629646,"SG-NES2","SG-NES26034",6034,22.4,36.6,2.3368,"C",-106.986936464536,38.930331130013,"PIEN","SG-NES2",2.177556,18.9375,116,46,"","PIEN",4
1242,1,3,1242,6009,NA,19.8,327786.943094457,4310941.25491677,20.305,2.4123683415025,0.504999999999999,2.46465941157871,"SG-NES2","SG-NES26009",6009,19.8,33.8,2.1236,"C",-106.986766041375,38.930504414113,"PIEN","SG-NES2",2.16501,11.0625,117,45,"Evergreen forest","ABLA",4
1245,1,4,1245,6037,NA,18.2,327764.995163878,4310920.05254722,20.012,3.72063632559953,1.812,4.13841499458075,"SG-NES2","SG-NES26037",6037,18.2,31.9,1.9924,"C",-106.987013776077,38.930309155887,"PIEN","SG-NES2",2.140984,23.3125,118,46,"","PIEN",4
1246,1,5,1246,6027,NA,15.9,327786.433346622,4310938.79736089,19.834,1.30380718254421,3.934,4.14442627745432,"SG-NES2","SG-NES26027",6027,15.9,27.7,1.8038,"C",-106.986771301199,38.930482181209,"ABLA","SG-NES2",2.126388,10.9375,119,45,"Evergreen forest","ABLA",3
1248,1,6,1248,5860,NA,19.2,327796.222890634,4310924.81010575,19.536,0.0659364774758908,0.336000000000002,0.342408555766251,"SG-NES2","SG-NES25860",5860,19.2,54.5,2.0744,"C",-106.986654910375,38.930358133283,"PICO","SG-NES2",2.101952,7.1875,120,45,"Evergreen forest","ABLA",NA
1250,1,124,1250,6031,NA,20.6,327783.595222929,4310918.9654001,19.365,4.99947140321251,1.235,5.14975138346888,"SG-NES2","SG-NES26031",6031,20.6,28.3,2.1892,"C",-106.986799040776,38.930303016717,"ABLA","SG-NES2",2.08793,16.6875,121,46,"","PIEN",3
1251,1,7,1251,5704,NA,18.6,327775.122316009,4310945.70244962,18.768,1.36319367991091,0.167999999999999,1.37350682886874,"SG-NES2","SG-NES25704",5704,18.6,43.6,2.0252,"C",-106.98690345538,38.930542148067,"PIEN","SG-NES2",2.038976,7.125,122,47,"","PICO",5
1253,1,8,1253,5755,NA,20.1,327797.910882887,4310939.66080978,18.661,3.07610760134535,1.439,3.39605049654074,"SG-NES2","SG-NES25755",5755,20.1,30.6,2.1482,"C",-106.986639179789,38.930492210603,"PIEN","SG-NES2",2.030202,15.5,123,45,"Evergreen forest","ABLA",4
1254,1,9,1254,5714,NA,21.6,327774.165496198,4310937.45390416,18.574,2.85653578047319,3.026,4.1613066055175,"SG-NES2","SG-NES25714",5714,21.6,45.6,2.2712,"C",-106.986912414399,38.930467673538,"PIEN","SG-NES2",2.023068,13.25,124,45,"Evergreen forest","ABLA",5
1258,1,10,1258,5841,NA,16,327784.71875997,4310918.46574076,18.235,2.65889120155001,2.235,3.47346043905498,"SG-NES2","SG-NES25841",5841,16,35.2,1.812,"C",-106.986785960607,38.930298737337,"PICO","SG-NES2",1.99527,16.1875,125,46,"","PIEN",4
1259,1,11,1259,5772,NA,18.1,327775.881131264,4310920.53731674,18.138,3.88570469719457,0.0380000000000003,3.88589050203424,"SG-NES2","SG-NES25772",5772,18.1,26.7,1.9842,"C",-106.986888380749,38.930315659007,"ABLA","SG-NES2",1.987316,12.5625,126,46,"","PIEN",3
1260,1,12,1260,5765,NA,19.2,327782.244241409,4310931.88002593,18.01,1.06084720376015,1.19,1.59420726059246,"SG-NES2","SG-NES25765",5765,19.2,45.9,2.0744,"C",-106.986817863833,38.930419061058,"PICO","SG-NES2",1.97682,11.4375,127,47,"","PICO",5
1262,1,13,1262,6011,NA,19.3,327786.300575188,4310943.70917341,17.529,3.41762425697152,1.771,3.84923324336681,"SG-NES2","SG-NES26011",6011,19.3,32.8,2.0826,"C",-106.986774066609,38.930526391096,"PIEN","SG-NES2",1.937378,5.0625,128,46,"","PIEN",4
1450,1,1,1450,4075,NA,39.8,325229.292158421,4316925.84667168,36.057,4.84716517650771,3.74299999999999,6.12413742892409,"ER-BME2","ER-BME24075",4075,39.8,67.4,3.7636,NA,-107.017784422165,38.983894783547,"PIEN","ER-BME2",3.456674,19.5,129,46,"","PIEN",NA
1451,1,NA,1451,NA,NA,NA,NA,NA,35.884,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.442488,6.1875,130,46,"","PIEN",NA
1452,1,NA,1452,NA,NA,NA,NA,NA,35.808,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.436256,13.0625,131,46,"","PIEN",NA
1453,1,2,1453,4174,NA,35.5,325217.925992976,4316943.48208797,35.629,3.31287555142485,0.128999999999998,3.31538616442014,"ER-BME2","ER-BME24174",4174,35.5,78.8,3.411,NA,-107.017920082865,38.984051335389,"PIEN","ER-BME2",3.421578,8.5,132,46,"","PIEN",NA
1454,1,NA,1454,NA,NA,NA,NA,NA,34.69,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34458,17.3125,133,45,"Evergreen forest","ABLA",NA
1455,1,3,1455,4178,NA,31.6,325224.525157436,4316948.64473263,34.038,2.50202739577146,2.438,3.49342025659538,"ER-BME2","ER-BME24178",4178,31.6,58,3.0912,NA,-107.017845257625,38.984099146339,"PIEN","ER-BME2",3.291116,18,134,46,"","PIEN",NA
1456,1,4,1456,4094,NA,33.3,325232.523858065,4316940.42176223,33.172,3.73009865625388,0.128,3.73229419866481,"ER-BME2","ER-BME24094",4094,33.3,68.8,3.2306,NA,-107.017750860179,38.984026688684,"PIEN","ER-BME2",3.220104,4.3125,135,46,"","PIEN",NA
1457,1,5,1457,4103,NA,34.2,325220.746341765,4316942.8435204,32.729,1.55763081394865,1.471,2.14244130667852,"ER-BME2","ER-BME24103",4103,34.2,48.9,3.3044,NA,-107.017887376457,38.984046147586,"PIEN","ER-BME2",3.183778,4.9375,136,46,"","PIEN",5
1458,1,90,1458,4098,NA,30.1,325224.257112888,4316939.68123298,32.485,4.67483061498416,2.385,5.2480726251447,"ER-BME2","ER-BME24098",4098,30.1,42.5,2.9682,NA,-107.017846058041,38.984018369525,"PIEN","ER-BME2",3.16377,20.4375,137,46,"","PIEN",5
1459,1,6,1459,4105,NA,30.3,325224.535188406,4316937.97918552,31.717,2.88851104033206,1.417,3.21735683910259,"ER-BME2","ER-BME24105",4105,30.3,16.5,2.9846,NA,-107.017842414113,38.984003096767,"ABLA","ER-BME2",3.100794,7.0625,138,46,"","PIEN",2
1460,1,NA,1460,NA,NA,NA,NA,NA,31.672,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.097104,13,139,46,"","PIEN",NA
1461,1,NA,1461,NA,NA,NA,NA,NA,31.159,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.055038,33.9375,140,46,"","PIEN",NA
1462,1,7,1462,4104,NA,34.7,325229.272688416,4316929.97575597,31.034,3.77431222280676,3.666,5.26165266387174,"ER-BME2","ER-BME24104",4104,34.7,57.2,3.3454,NA,-107.017785702821,38.983931965289,"PIEN","ER-BME2",3.044788,2.75,141,46,"","PIEN",NA
1463,1,NA,1463,NA,NA,NA,NA,NA,30.155,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97271,8.1875,142,46,"","PIEN",NA
1464,1,NA,1464,NA,NA,NA,NA,NA,29.833,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.946306,12.375,143,46,"","PIEN",NA
1465,1,8,1465,4089,NA,27,325236.935269274,4316931.31157296,28.694,3.99725525023542,1.694,4.34139211953201,"ER-BME2","ER-BME24089",4089,27,43,2.714,NA,-107.017697628547,38.983945524837,"PIEN","ER-BME2",2.852908,8.75,144,20,"Urban",NA,5
1466,1,NA,1466,NA,NA,NA,NA,NA,28.675,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85135,9.25,145,46,"","PIEN",NA
1467,1,91,1467,4238,NA,26.4,325219.815692789,4316920.51863795,28.318,4.00880249341106,1.918,4.44400961195841,"ER-BME2","ER-BME24238",4238,26.4,29.6,2.6648,NA,-107.017892405086,38.983844908827,"ABLA","ER-BME2",2.822076,27.6875,146,46,"","PIEN",3
1468,1,9,1468,4200,NA,28.6,325224.410624756,4316921.3014224,27.93,2.12167515125717,0.670000000000002,2.22495066180402,"ER-BME2","ER-BME24200",4200,28.6,63,2.8452,NA,-107.017839586012,38.983852875628,"PIEN","ER-BME2",2.79026,8,147,46,"","PIEN",NA
1470,1,NA,1470,NA,NA,NA,NA,NA,27.305,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73901,20.0625,148,46,"","PIEN",NA
1471,1,NA,1471,NA,NA,NA,NA,NA,27.276,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.736632,16.375,149,46,"","PIEN",NA
1475,1,NA,1475,NA,NA,NA,NA,NA,26.058,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.636756,12,150,20,"Urban",NA,NA
1476,1,NA,1476,NA,NA,NA,NA,NA,25.646,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.602972,14.9375,151,51,"Riparian shrubland",NA,NA
1478,1,NA,1478,NA,NA,NA,NA,NA,25.093,NA,NA,NA,"ER-BME2","ER-BME2NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.557626,3.3125,152,46,"","PIEN",NA
